123456,75.0,80.0,75
123456,75.0,80.0,91
123456,75.0,80.0,163
123456,75.0,80.0,79
123456,75.0,80.0,191
123456,75.0,80.0,118
123456,75.0,80.0,45
123456,75.0,80.0,103
123456,75.0,80.0,75
123456,75.0,80.0,89
123456,75.0,80.0,155
123456,75.0,80.0,135
123456,75.0,80.0,171
123456,75.0,80.0,177
123456,75.0,80.0,49
123456,75.0,80.0,7
123456,75.0,80.0,145
123456,75.0,80.0,199
123456,75.0,80.0,17
123456,75.0,80.0,113
123456,75.0,80.0,124
123456,75.0,80.0,82
123456,75.0,80.0,126
123456,75.0,80.0,105
123456,75.0,80.0,19
123456,75.0,80.0,130
123456,75.0,80.0,184
123456,75.0,80.0,151
123456,75.0,80.0,0
123456,75.0,80.0,198
123456,75.0,80.0,190
123456,75.0,80.0,62
123456,75.0,80.0,141
123456,75.0,80.0,141
123456,75.0,80.0,21
123456,75.0,80.0,126
123456,75.0,80.0,189
123456,75.0,80.0,179
123456,75.0,80.0,108
123456,75.0,80.0,55
123456,75.0,80.0,77
123456,75.0,80.0,39
123456,75.0,80.0,31
123456,75.0,80.0,185
123456,75.0,80.0,150
123456,75.0,80.0,192
123456,75.0,80.0,186
123456,75.0,80.0,111
123456,75.0,80.0,187
123456,75.0,80.0,94
123456,75.0,80.0,94
123456,75.0,80.0,56
123456,75.0,80.0,184
123456,75.0,80.0,187
123456,75.0,80.0,7
123456,75.0,80.0,15
123456,75.0,80.0,199
123456,75.0,80.0,145
123456,75.0,80.0,184
123456,75.0,80.0,43
123456,75.0,80.0,194
123456,75.0,80.0,20
123456,75.0,80.0,167
123456,75.0,80.0,125
123456,75.0,80.0,36
123456,75.0,80.0,49
123456,75.0,80.0,5
123456,75.0,80.0,188
123456,75.0,80.0,165
123456,75.0,80.0,113
123456,75.0,80.0,108
123456,75.0,80.0,60
123456,75.0,80.0,7
123456,75.0,80.0,168
123456,75.0,80.0,124
123456,75.0,80.0,80
123456,75.0,80.0,9
123456,75.0,80.0,120
123456,75.0,80.0,169
123456,75.0,80.0,58
123456,75.0,80.0,161
123456,75.0,80.0,159
123456,75.0,80.0,192
123456,75.0,80.0,47
123456,75.0,80.0,66
123456,75.0,80.0,10
123456,75.0,80.0,120
123456,75.0,80.0,182
123456,75.0,80.0,58
123456,75.0,80.0,13
123456,75.0,80.0,84
123456,75.0,80.0,172
123456,75.0,80.0,40
123456,75.0,80.0,175
123456,75.0,80.0,86
123456,75.0,80.0,21
123456,75.0,80.0,115
123456,75.0,80.0,156
123456,75.0,80.0,68
123456,75.0,80.0,99
123456,75.0,80.0,145
123456,75.0,80.0,152
123456,75.0,80.0,52
123456,75.0,80.0,168
123456,75.0,80.0,86
123456,75.0,80.0,5
123456,75.0,80.0,66
123456,75.0,80.0,3
123456,75.0,80.0,39
123456,75.0,80.0,103
123456,75.0,80.0,126
123456,75.0,80.0,10
123456,75.0,80.0,86
123456,75.0,80.0,11
123456,75.0,80.0,30
123456,75.0,80.0,52
123456,75.0,80.0,67
123456,75.0,80.0,50
123456,75.0,80.0,62
123456,75.0,80.0,137
123456,75.0,80.0,61
123456,75.0,80.0,164
123456,75.0,80.0,198
123456,75.0,80.0,98
123456,75.0,80.0,199
123456,75.0,80.0,53
123456,75.0,80.0,135
123456,75.0,80.0,76
123456,75.0,80.0,54
123456,75.0,80.0,129
123456,75.0,80.0,134
123456,75.0,80.0,41
123456,75.0,80.0,84
123456,75.0,80.0,16
123456,75.0,80.0,172
123456,75.0,80.0,174
123456,75.0,80.0,191
123456,75.0,80.0,107
123456,75.0,80.0,111
123456,75.0,80.0,7
123456,75.0,80.0,13
123456,75.0,80.0,159
123456,75.0,80.0,185
123456,75.0,80.0,82
123456,75.0,80.0,145
123456,75.0,80.0,182
123456,75.0,80.0,118
123456,75.0,80.0,10
123456,75.0,80.0,74
123456,75.0,80.0,88
123456,75.0,80.0,111
123456,75.0,80.0,199
123456,75.0,80.0,77
123456,75.0,80.0,195
123456,75.0,80.0,196
123456,75.0,80.0,80
123456,75.0,80.0,93
123456,75.0,80.0,72
123456,75.0,80.0,194
123456,75.0,80.0,136
123456,75.0,80.0,83
123456,75.0,80.0,184
123456,75.0,80.0,97
123456,75.0,80.0,4
123456,75.0,80.0,21
123456,75.0,80.0,95
123456,75.0,80.0,4
123456,75.0,80.0,141
123456,75.0,80.0,53
123456,75.0,80.0,17
123456,75.0,80.0,79
123456,75.0,80.0,77
123456,75.0,80.0,82
123456,75.0,80.0,113
123456,75.0,80.0,10
123456,75.0,80.0,15
123456,75.0,80.0,109
123456,75.0,80.0,4
123456,75.0,80.0,74
123456,75.0,80.0,34
123456,75.0,80.0,1
123456,75.0,80.0,49
123456,75.0,80.0,84
123456,75.0,80.0,125
123456,75.0,80.0,149
123456,75.0,80.0,37
123456,75.0,80.0,16
123456,75.0,80.0,86
123456,75.0,80.0,61
123456,75.0,80.0,176
123456,75.0,80.0,153
123456,75.0,80.0,191
123456,75.0,80.0,150
123456,75.0,80.0,32
123456,75.0,80.0,5
123456,75.0,80.0,14
123456,75.0,80.0,157
123456,75.0,80.0,195
123456,75.0,80.0,108
123456,75.0,80.0,149
